symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
TRXAUD,0.00000000,0.000,0.00000000,0.09810000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
TRXEUR,0.00003000,0.035,0.08456900,0.08463000,0.08468000,368.00000000,0.08466000,13556.00000000,0.08467000,1629.00000000,0.08465000,0.08493000,0.08399000,2206050.00000000,186563.44195000,1697652450023,1697738850023,3023449,3026643,3195
VETTRY,-0.00450000,-0.980,0.45525619,0.45860000,0.45460000,328.90000000,0.45450000,6194.70000000,0.45520000,7916.00000000,0.45910000,0.46000000,0.45190000,6500541.30000000,2959411.65638000,1697652451084,1697738851084,3462684,3463315,632
SHIBUSDT,-0.00000005,-0.733,0.00000673,0.00000682,0.00000677,28434250.00,0.00000676,11374656597.00,0.00000677,1684433463.00,0.00000682,0.00000685,0.00000661,1893700045327.00,12749397.41976098,1697652455847,1697738855847,376668072,376699185,31114
SHIBBUSD,-0.00000007,-1.025,0.00000674,0.00000682,0.00000676,132857697.00,0.00000676,1140990664.00,0.00000677,1676517005.00,0.00000683,0.00000685,0.00000662,81714214928.00,550684.82393816,1697652456648,1697738856648,98315170,98318475,3306
ICPBTC,-0.00000560,-5.124,0.00010594,0.00010920,0.00010370,50.78000000,0.00010360,40.00000000,0.00010370,256.17000000,0.00010930,0.00010950,0.00010330,25946.79000000,2.74881623,1697652450496,1697738850496,8386296,8388850,2555
ICPBNB,-0.00052000,-3.552,0.01425599,0.01459000,0.01412000,7.08000000,0.01405000,33.82000000,0.01411000,35.14000000,0.01464000,0.01465000,0.01408000,2877.39000000,41.02003900,1697652454341,1697738854341,2258640,2258751,112
ICPBUSD,-0.13200000,-4.268,3.02071445,3.08800000,2.96100000,33.71000000,2.96000000,358.46000000,2.96400000,84.32000000,3.09300000,3.10500000,2.96000000,26545.92000000,80187.64418000,1697652444587,1697738844587,16592029,16592614,586
ICPUSDT,-0.12900000,-4.175,3.02199388,3.08900000,2.96100000,171.85000000,2.96200000,9.83000000,2.96300000,1003.74000000,3.09000000,3.10800000,2.95500000,1070803.51000000,3235961.65486000,1697652442630,1697738842630,99126724,99149052,22329
SHIBEUR,-0.00000008,-1.235,0.00000639,0.00000648,0.00000640,7827577.00,0.00000638,1449751405.00,0.00000640,457261111.00,0.00000648,0.00000651,0.00000631,12661236614.00,80910.58934680,1697652452090,1697738852090,12874556,12875333,778
SHIBRUB,0.00000000,0.000,0.00000000,0.00057730,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00000000,0.00000000,0.00,0.00000000,1689570969714,1689657369714,-1,-1,0
ETCEUR,-0.13000000,-0.921,14.02117169,14.16000000,13.98000000,3.21000000,13.93000000,1.80000000,13.95000000,13.58000000,14.11000000,14.21000000,13.94000000,127.85000000,1792.60680000,1697652447531,1697738847531,1074335,1074382,48
ETCBRL,0.00000000,0.000,0.00000000,202.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
DOGEBIDR,14.00,1.488,947.71,940.00,955.00,359.00000000,0.00,0.00000000,0.00,0.00000000,941.00,956.00,940.00,347440.00000000,329273486.00,1695884421628,1695970821628,2505072,2505301,230
ARBTC,-0.00000360,-2.669,0.00013269,0.00013460,0.00013130,19.01000000,0.00013110,26.69000000,0.00013140,52.99000000,0.00013490,0.00013500,0.00012970,5302.85000000,0.70362499,1697652447617,1697738847617,5877839,5878095,257
ARBNB,0.00000000,0.000,0.00000000,0.02183000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ARBUSD,-0.06600000,-1.729,3.76932740,3.81300000,3.75200000,25.48000000,3.75100000,156.09000000,3.76500000,179.15000000,3.81800000,3.83300000,3.71000000,10024.27000000,37784.75560000,1697652451527,1697738851527,9236171,9236577,407
ARUSDT,-0.06700000,-1.757,3.77325859,3.81200000,3.74700000,4.46000000,3.75100000,6.00000000,3.75300000,181.81000000,3.81400000,3.83300000,3.68100000,273430.57000000,1031724.24713000,1697652449820,1697738849820,43621517,43628358,6842
POLSBTC,-0.00000043,-4.379,0.00000951,0.00000991,0.00000939,723.80000000,0.00000935,748.70000000,0.00000942,3021.60000000,0.00000982,0.00000982,0.00000929,11827.90000000,0.11251012,1697652455273,1697738855273,3321012,3321125,114
POLSBNB,-0.00003800,-2.903,0.00129060,0.00131800,0.00127100,179.40000000,0.00127100,476.20000000,0.00128100,3107.00000000,0.00130900,0.00131400,0.00126900,13119.50000000,16.93202610,1697652165407,1697738565407,580332,580411,80
POLSBUSD,0.00100000,0.391,0.25799990,0.25620000,0.25670000,204.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.25570000,0.26230000,0.25140000,67013.20000000,17289.39893000,1694070014484,1694156414484,3221076,3221329,254
POLSUSDT,-0.01000000,-3.602,0.27138886,0.27760000,0.26760000,33.50000000,0.26720000,86.60000000,0.26780000,381.10000000,0.27760000,0.27760000,0.26690000,524025.80000000,142214.76363000,1697652296158,1697738696158,10737378,10739466,2089
MDXBTC,-0.00000004,-1.905,0.00000209,0.00000210,0.00000206,601.90000000,0.00000205,4122.00000000,0.00000206,0.10000000,0.00000210,0.00000212,0.00000204,354874.70000000,0.74083036,1697652407974,1697738807974,2423733,2423976,244
MDXBNB,0.00000000,0.000,0.00000000,0.00061900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
MDXBUSD,-0.00100000,-1.529,0.06375681,0.06540000,0.06440000,4802.40000000,0.00000000,0.00000000,0.00000000,0.00000000,0.06540000,0.06610000,0.06310000,555247.80000000,35400.82594000,1696489207641,1696575607641,6812880,6813145,266
MDXUSDT,-0.00110000,-1.839,0.05945826,0.05970000,0.05870000,1297.50000000,0.05860000,8589.30000000,0.05870000,8740.80000000,0.05980000,0.06030000,0.05830000,26077631.60000000,1550530.54523000,1697652444391,1697738844391,22107589,22126942,19354
MASKBNB,-0.00025000,-2.110,0.01172747,0.01182000,0.01160000,189.80000000,0.01162000,240.00000000,0.01164000,81.60000000,0.01185000,0.01190000,0.01160000,1509.20000000,17.69910500,1697652445738,1697738845738,853739,853802,64
MASKBUSD,-0.05800000,-2.322,2.46200360,2.48800000,2.44000000,50.00000000,2.44900000,102.00000000,2.45200000,942.60000000,2.49800000,2.51600000,2.43400000,15272.80000000,37601.68860000,1697652447802,1697738847802,15380898,15381090,193
MASKUSDT,-0.04200000,-1.687,2.46934237,2.48800000,2.44800000,29.90000000,2.44900000,2514.10000000,2.45000000,278.90000000,2.49000000,2.51700000,2.42900000,1112538.90000000,2747239.44510000,1697652447718,1697738847718,51039070,51050676,11607
LPTBTC,-0.00000430,-2.233,0.00019114,0.00019390,0.00018830,3.71000000,0.00018760,0.90000000,0.00018810,5.40000000,0.00019260,0.00019490,0.00018810,2782.65000000,0.53188944,1697652451537,1697738851537,2965817,2966115,299
LPTBNB,-0.00026000,-1.006,0.02569024,0.02598000,0.02559000,2.34000000,0.02546000,18.66000000,0.02560000,1.97000000,0.02585000,0.02614000,0.02559000,173.90000000,4.46753270,1697652445886,1697738845886,426167,426185,19
LPTBUSD,-0.05000000,-0.916,5.43147633,5.50000000,5.41000000,6.90000000,5.36000000,994.26000000,5.38000000,862.63000000,5.46000000,5.52000000,5.37000000,4573.03000000,24838.30420000,1697652455326,1697738855326,4951978,4952288,311
LPTUSDT,-0.11000000,-2.007,5.42616510,5.48000000,5.37000000,396.45000000,5.37000000,197.86000000,5.38000000,11202.35000000,5.48000000,5.52000000,5.33000000,265237.91000000,1439224.69090000,1697652453254,1697738853254,19740424,19747695,7272
ETHUAH,-356.00000000,-0.563,62397.95076975,63224.00000000,62851.00000000,0.02350000,62765.00000000,0.24890000,62880.00000000,0.32000000,63207.00000000,63207.00000000,62048.00000000,7.74930000,483540.43990000,1697652453745,1697738853745,876625,876728,104
MATICBRL,-0.00800000,-0.307,2.59994799,2.60300000,2.59500000,399.40000000,2.59700000,1000.60000000,2.59900000,971.90000000,2.60300000,2.62300000,2.56000000,282793.50000000,735248.39270000,1697652456075,1697738856075,1469518,1471502,1985
SOLEUR,1.08000000,4.817,23.03600307,22.41000000,23.50000000,15.62000000,23.51000000,6.42000000,23.52000000,36.36000000,22.42000000,24.27000000,21.96000000,24211.76000000,557742.17760000,1697652455948,1697738855948,11472546,11475494,2949
SHIBBRL,-0.00000042,-1.212,0.00003425,0.00003463,0.00003424,729819.00,0.00003422,29644155.00,0.00003425,2201119.00,0.00003466,0.00003481,0.00003370,10885286481.00,372783.48344715,1697652447728,1697738847728,5998846,5999944,1099
AGIXBTC,-0.00000015,-2.618,0.00000564,0.00000573,0.00000558,7906.00000000,0.00000556,3357.00000000,0.00000557,10053.00000000,0.00000573,0.00000575,0.00000555,651131.00000000,3.67251810,1697652456505,1697738856505,11154405,11155677,1273
ICPEUR,-0.13000000,-4.417,2.87561153,2.95300000,2.81300000,17.94000000,2.79500000,32.36000000,2.80500000,88.03000000,2.94300000,3.11700000,2.81300000,1301.28000000,3741.97577000,1697652369940,1697738769940,911004,911074,71
MATICGBP,-0.00120000,-0.285,0.42148114,0.42120000,0.41940000,557.00000000,0.42090000,15.30000000,0.42140000,221.10000000,0.42060000,0.42420000,0.41660000,2358.50000000,994.06327000,1697652442547,1697738842547,917368,917397,30
SHIBTRY,-0.00000199,-1.032,0.00019023,0.00019279,0.00019080,1578518.00,0.00019082,324823.00,0.00019092,1638509.00,0.00019279,0.00019331,0.00018631,143296791944.00,27259260.49800146,1697652455810,1697738855810,51624769,51638915,14147
MATICBIDR,-219.00,-2.546,8446.78,8614.00,8382.00,2405.00000000,0.00,0.00000000,0.00,0.00000000,8601.00,8602.00,8350.00,28368.80000000,239624877.40,1694077208639,1694163608639,1671415,1671679,265
MATICRUB,-1.00000000,-1.959,50.44813590,50.77000000,50.04000000,4.00000000,50.11000000,597.70000000,50.30000000,363.30000000,51.04000000,51.18000000,49.79000000,6612.30000000,333578.20900000,1697652453258,1697738853258,379415,379501,87
NUBTC,0.00000000,0.000,0.00000000,0.00001240,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NUBNB,0.00000000,0.000,0.00000000,0.00126770,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NUBUSD,0.00000000,0.000,0.00000000,0.54530000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
NUUSDT,0.00000000,0.000,0.00000000,0.54360000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
XVGUSDT,0.00001400,0.443,0.00315377,0.00315600,0.00317100,3282.00000000,0.00317000,80000.00000000,0.00317200,23330.00000000,0.00315700,0.00319000,0.00310500,178843259.00000000,564030.04791700,1697652453405,1697738853405,16830215,16833738,3524
RLCBUSD,0.00000000,0.000,0.00000000,1.78300000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
CELRBUSD,-0.00039000,-3.394,0.01134507,0.01149000,0.01110000,34328.00000000,0.01110000,9009.00000000,0.01114000,24000.00000000,0.01149000,0.01153000,0.01110000,287181.00000000,3258.08866000,1697652451273,1697738851273,8227368,8227445,78
ATMBUSD,-0.00100000,-0.041,2.41901312,2.42300000,2.42000000,9.98000000,0.00000000,0.00000000,0.00000000,0.00000000,2.42100000,2.47300000,2.38100000,13017.49000000,31489.47913000,1695272402482,1695358802482,2628480,2628784,305
ZENBUSD,-0.62000000,-7.939,7.21808569,7.80000000,7.19000000,2.39000000,0.00000000,0.00000000,0.00000000,0.00000000,7.81000000,7.88000000,6.06000000,9515.81000000,68685.93200000,1692241230578,1692327630578,2592126,2593913,1788
FTMBUSD,-0.00170000,-0.960,0.17422409,0.17700000,0.17530000,1673.00000000,0.17530000,7989.00000000,0.17540000,553.00000000,0.17700000,0.17720000,0.17100000,924166.00000000,161011.97590000,1697652446510,1697738846510,44641754,44642569,816
THETABUSD,0.00100000,0.163,0.61680237,0.61600000,0.61600000,28.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.61500000,0.62300000,0.61000000,25573.60000000,15773.85710000,1696489250343,1696575650343,7357203,7357602,400
WINBUSD,0.00000000,0.000,0.00000000,0.00006940,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
KAVABUSD,0.00000000,0.000,0.56781033,0.56600000,0.56800000,211.70000000,0.56900000,1634.40000000,0.57000000,70.40000000,0.56800000,0.57300000,0.55600000,75193.60000000,42695.70290000,1697652446420,1697738846420,4039675,4040069,395
XEMBUSD,0.00000000,0.000,0.00000000,0.09630000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570969714,1689657369714,-1,-1,0
ATABTC,0.00000002,0.803,0.00000251,0.00000250,0.00000251,132.00000000,0.00000251,30269.00000000,0.00000252,1074.00000000,0.00000249,0.00000253,0.00000248,161959.00000000,0.40571895,1697652437624,1697738837624,4285756,4286024,269
